Titre :;Indicateur mensuel du climat des affaires dans l'industrie manufacturière (cvs);Industrie manufacturière, situation actuelle de l'état du carnet de commandes (CVS);Industrie manufacturière, évolution des commandes reçues par rapport au mois précédent (CVS);Industrie manufacturière, évolution des livraisons par rapport au mois précédent (CVS);Industrie manufacturière, évolution de la production par rapport au mois précédent (CVS);Industrie manufacturière, prévisions de production à 1 mois (CVS);Industrie manufacturière, évolution du stock des produits finis par rapport au mois précédent (CVS);Industrie manufacturière, situation actuelle des stocks de produits finis (CVS);Industrie manufacturière, taux moyen d'utilisation des capacités de production (CVS);Indicateur mensuel du climat des affaires dans les services marchands (cvs);Services marchands, évolution de l'activité par rapport au mois précédent (CVS);Services marchands, prévisions d'évolution de l'activité à 1 mois (CVS);Services marchands, évolution de la demande globale par rapport au mois précédent (CVS);Services marchands, prévisions d'évolution de la demande globale à 1 mois (CVS);Indicateur du climat des affaires dans le bâtiment (CVS);Bâtiment, Evolution de l'activité par rapport au mois précédent (CVS);Bâtiment, Prévisions de l'activité à 1 mois (CVS);Bâtiment, Situation actuelle de l'état du carnet de commande (CVS)
1990-06-30;107,249;14,53;1,8;6,93;4,3;7,25;2,5;7,71;86,67;115,44;;;;;;;;
1990-07-31;98,502;9,93;-15,77;-12,51;-9,19;8,83;4,35;11,02;86,18;114,02;;;;;;;;
1990-08-31;97,194;7,34;-5,59;0,34;-0,71;7,61;3,75;13,49;86,07;114,02;;;;;;;;
1990-09-30;96,9;5,36;1,83;7,05;3,54;6,3;2,25;14,51;85,96;112,69;;;;;;;;
1990-10-31;96,751;0,83;4,7;4,87;2,39;6,55;-1,81;15,97;85,64;112,91;;;;;;;;
1990-11-30;95,747;-6,77;-2,98;2,31;1,5;3,58;-0,18;18,16;84,99;110,75;;;;;;;;
1990-12-31;96,72;-6,27;1,73;6,92;7,5;4,07;2,99;23,42;84,79;109,25;;;;;;;;
1991-01-31;93,079;-16,37;-8,87;8,3;0,29;-4,29;-0,06;20;83,94;107;;;;;;;;
1991-02-28;90,289;-22,32;-8,27;-4,11;-5,65;2,24;1,97;21,01;83,94;104,74;;;;;;;;
1991-03-31;90,312;-23,6;-0,69;-1,42;-1,42;4,25;3,77;25,59;83,66;103,48;;;;;;;;
1991-04-30;96,461;-23,75;17,06;20,02;16,03;5,56;-0,94;24,73;82,86;101,74;;;;;;;;
1991-05-31;96,307;-22,19;3,28;4,19;1,74;10,15;-8,16;17,18;83,17;100,37;;;;;;;;
1991-06-30;96,913;-22,92;1,33;3,83;5,5;11,55;2,29;23,46;82,92;98,93;;;;;;;;
1991-07-31;92,427;-24,38;-12,73;-11,05;-4;12,31;4,38;23,45;82,52;98,16;;;;;;;;
1991-08-31;97,878;-22,94;9,91;17,42;15,45;8,92;2,62;21,95;82,75;96,96;;;;;;;;
1991-09-30;97,468;-23,58;7,37;10,44;9,39;8,84;2,4;20,63;82,41;96,02;;;;;;;;
1991-10-31;99,942;-21,35;10,67;14,51;5,52;6,05;-5,34;17,51;82,81;94,42;;;;;;;;
1991-11-30;98,133;-22,93;3,27;-2,53;2,68;6,71;2,4;16,42;82,84;94,08;;;;;;;;
1991-12-31;99,038;-24,95;4,42;9,59;3,62;6,98;-2,52;16,12;82,74;96,45;;;;;;;;
1992-01-31;99,774;-20,95;9,28;12,36;7,37;5,77;-4,42;15,98;82,7;94,8;;;;;;;;
1992-02-29;101,064;-19,51;8,99;14,04;12,41;4,9;-3,05;16,27;83,23;95,37;;;;;;;;
1992-03-31;99,738;-21,2;5,16;6,9;5,31;5,4;-1,56;12,66;82,56;93,96;;;;;;;;
1992-04-30;100,022;-21,55;5,98;8,96;5,3;3,19;-0,61;12,25;82,68;92,6;;;;;;;;
1992-05-31;96,772;-21;0,45;-1,28;-0,34;5,27;2,7;15,05;82,16;90,75;;;;;;;;
1992-06-30;98,451;-22,52;7,98;11,6;8,04;5,15;0;17,91;82,15;88,66;;;;;;;;
1992-07-31;95,885;-25,86;-0,45;6,46;7,14;2,38;2,32;19,05;82,06;87,34;;;;;;;;
1992-08-31;95,983;-28,78;4,05;12,58;10,35;-1,08;2,89;19,59;82,05;86,14;;;;;;;;
1992-09-30;90,494;-33,01;-6,36;-2,95;-1,49;-2,77;4,11;20,4;81,7;84,7;;;;;;;;
1992-10-31;86,016;-37,12;-13,61;-1,54;-0,62;-8,92;5,5;30,26;81,15;82,19;;;;;;;;
1992-11-30;82,753;-37,45;-9,86;-5,76;-5,66;-4,2;4,29;26,96;80,47;81,45;;;;;;;;
1992-12-31;82,718;-34,27;-5,27;-1,08;-3,83;-1,8;1,1;24,68;80,17;79,48;;;;;;;;
1993-01-31;81,972;-42,11;-2,96;-1,4;-5,14;-4,27;2,6;22,56;79,83;78,4;;;;;;;;
1993-02-28;81,451;-44,75;-8,21;0,34;-3,8;-5,16;2,68;22,78;78,75;74,86;;;;;;;;
1993-03-31;81,226;-46,14;-6,74;-0,92;-6,9;-6,08;2,08;25,43;78,78;76,28;;;;;;;;
1993-04-30;80,123;-49,67;-6,9;-5,28;-4,93;-4,7;2,07;25,3;78,09;75,94;;;;;;;;
1993-05-31;78,444;-53,7;-9,07;-5,32;-5,41;-7,8;4,31;25,5;77,39;77,5;;;;;;;;
1993-06-30;74,447;-53,08;-17,83;-23,32;-27,61;-4,58;-12,89;23,09;77,62;77,66;;;;;;;;
1993-07-31;76,5;-50,35;-10,93;-7,86;-12,15;-5,19;-11,41;21,86;77,7;79,46;;;;;;;;
1993-08-31;77,388;-49,13;-10,84;-6,39;-11,18;-3,67;-9,72;20,68;77,44;80,18;;;;;;;;
1993-09-30;81,527;-46,83;-2,55;4,22;-2,46;-4,12;-10,23;19,05;77,39;81,7;;;;;;;;
1993-10-31;85,416;-46,17;0,81;-0,97;-0,08;3,35;-8,53;14,4;77,41;82,28;;;;;;;;
1993-11-30;93,964;-36,64;13;13,46;9,71;9,61;-10,55;8,76;78,42;83,83;;;;;;;;
1993-12-31;97,638;-32,93;12,46;11,64;11,18;4,99;-8,72;8,87;78,14;85,14;;;;;;;;
1994-01-31;100,075;-29,49;11,1;7,79;11,13;5,67;-1,9;7,19;79,07;86,6;;;;;;;;
1994-02-28;103,454;-27,53;16,61;12,47;8,59;9,72;-5,38;5,31;79,46;87,87;;;;;;;;
1994-03-31;107,41;-11,29;17,59;19,55;15,55;12,32;-9;3,1;80,33;89,95;;;;;;;;
1994-04-30;109,286;-11,34;11,92;17,51;16,12;16,57;-6,73;3,49;80,94;91,41;;;;;;;;
1994-05-31;112,081;-12,15;17,8;22,07;19,01;10,87;-4,62;0,58;81,75;93,34;;;;;;;;
1994-06-30;112,412;-4,88;17,75;13,63;13,53;10,38;-2,17;-5,67;82,05;97,58;;;;;;;;
1994-07-31;116,222;1,19;24,94;25,41;23,81;10,63;-5,4;-5,15;82,51;98,38;;;;;;;;
1994-08-31;114,803;5,26;16,9;13,35;12,73;13,92;-7,87;-4,32;82,49;101,73;;;;;;;;
1994-09-30;118,814;11,6;29,45;25,7;20,62;13,47;-13,38;-4,42;82,94;102,2;;;;;;;;
1994-10-31;115,009;9,27;10,43;9,28;10,3;12,66;-2,71;-4,17;83,22;105,32;;;;;;;;
1994-11-30;116,762;10,54;18,39;23,3;22,53;6,34;-4,76;-5,38;83,61;105,15;;;;;;;;
1994-12-31;114,344;11,59;13,38;13,1;11,11;10,92;-1,54;-4,59;83,95;106,87;;;;;;;;
1995-01-31;112,631;10,62;11,2;13,7;10,48;11,5;2,43;-3,06;83,76;106,1;;;;;;;;
1995-02-28;110,447;8,75;12,81;11,13;7,21;8,43;-2;-1;83,67;106,32;;;;;;;;
1995-03-31;106,797;8,64;6,02;4,04;6,97;8,64;3,68;6,21;83,46;104,71;;;;;;;;
1995-04-30;105,025;5,35;8,43;7,17;2,47;8,94;2,98;2,23;83,11;102,08;;;;;;;;
1995-05-31;105,946;4,51;13,64;17,02;16,56;2,07;1,9;3,13;83,13;102,16;;;;;;;;
1995-06-30;105,384;3,07;14,02;15,54;10,71;5,95;-0,61;7,58;83,05;101,27;;;;;;;;
1995-07-31;103,45;-1,6;6,27;9,23;7,87;6,84;4,21;9,59;82,9;99,4;;;;;;;;
1995-08-31;97,04;-7,31;-9,44;-9,08;-6,71;9,25;9,43;11,82;82,4;96,99;;;;;;;;
1995-09-30;95,81;-10,28;-2,08;-0,12;-0,21;7,37;11,33;12,83;82,47;96,61;;;;;;;;
1995-10-31;96,042;-13,67;5,21;9,34;4,13;6,23;0,2;15,38;81,95;93,25;;;;;;;;
1995-11-30;93,565;-17,78;0,27;-0,87;2,8;2,73;4,91;17,23;81,16;92,19;;;;;;;;
1995-12-31;91,918;-18,55;-4,41;-1,78;-1,61;2,82;2,37;18,14;81,13;90,7;;;;;;;;
1996-01-31;96,419;-18,44;9,1;11,92;11,36;7,9;2,38;19,29;81,07;91,21;;;;;;;;
1996-02-29;96,008;-17,7;2,07;6,81;5,53;7,81;-0,63;19,7;81,29;93,48;;;;;;;;
1996-03-31;97,034;-21,6;6,52;8,45;7,29;5,41;0,6;17,86;81,03;94,12;;;;;;;;
1996-04-30;100,749;-17,5;15,42;16,23;11,69;6,94;-1,72;18,28;81,34;94,86;;;;;;;;
1996-05-31;98,331;-16,32;4,72;4,99;1,67;7,75;2,35;18,4;80,78;95,4;;;;;;;;
1996-06-30;99,099;-18,92;4,21;8,36;6,82;7,01;-3,79;14,69;80,72;94,66;;;;;;;;
1996-07-31;94,583;-19,44;-6,39;-7,52;-2,45;8,26;-1,58;14,72;80,66;96,01;;;;;;;;
1996-08-31;98,516;-17,14;10,96;14,88;13,75;4,73;-2,99;13,8;81,09;94,97;;;;;;;;
1996-09-30;98,911;-15,82;12,04;11,92;12,17;3,19;-2,56;13,12;81,12;96,51;;;;;;;;
1996-10-31;100,029;-12,35;4,36;7,43;7,43;7,34;-0,91;12,53;81,38;99,13;;;;;;;;
1996-11-30;97,85;-9,81;7,25;-8,94;0,88;9,88;8,38;19,08;81,45;100,09;;;;;;;;
1996-12-31;101,474;-7,35;10,5;12,72;6,81;9,4;-4,06;8,95;81,24;99,86;;;;;;;;
1997-01-31;102,117;-4,89;10,3;5,47;7,91;9,2;-4,25;7,32;81,87;101,4;;;;;;;;
1997-02-28;104,528;-4,2;11,82;13,33;14,84;7,88;0,92;11,3;82,16;101,83;;;;;;;;
1997-03-31;104,708;-3,6;8,64;7,07;8,7;8,3;-4,04;8,83;82,11;103,96;;;;;;;;
1997-04-30;110,802;0,86;22,07;21,58;22,33;8,63;-5,6;6,62;82,57;106,08;;;;;;;;
1997-05-31;104,904;1,21;0,08;-1,52;-3,09;9,13;-5,32;5,42;82,86;107,55;;;;;;;;
1997-06-30;106,719;1,7;11,87;5,99;9,82;9,16;1,02;7,68;83,06;108,32;;;;;;;;
1997-07-31;107,219;5,38;12,87;6,26;10,55;11,37;1,2;6,2;83,39;110,01;;;;;;;;
1997-08-31;111,737;9,18;23,39;22,02;20,12;11,45;0,48;5,5;83,55;111,84;;;;;;;;
1997-09-30;112,172;13,52;18,43;13,95;12,81;13,12;1,67;4,27;83,44;112,47;;;;;;;;
1997-10-31;118,688;20,94;29,36;32,41;25,21;11,86;-8,78;3,15;83,69;110,78;;;;;;;;
1997-11-30;114,395;22,02;12,05;6,96;12;15,24;8,44;7,06;84,01;113,73;;;;;;;;
1997-12-31;118,254;24,8;26,23;25,89;22,21;13,26;0,54;5,72;84,23;116,94;;;;;;;;
1998-01-31;115,201;27,39;15,29;14,8;9,41;13,57;-1,65;5,62;84,01;117,91;;;;;;;;
1998-02-28;114,64;26,69;17,46;15,28;12,16;16,41;0,12;3,33;84,38;120,45;;;;;;;;
1998-03-31;115,077;28,6;17,36;18,12;15,83;16,02;-0,45;4,14;84,54;120,39;;;;;;;;
1998-04-30;112,716;26,12;14,59;10,6;10,09;14,15;1,83;4,41;84,74;120,71;;;;;;;;
1998-05-31;113,594;27,78;19,73;19,52;14,11;14,53;-1,04;4,69;84,61;120,46;;;;;;;;
1998-06-30;112,163;26,07;14,3;17,15;11,04;13,92;-0,18;4,76;83,83;122,6;;;;;;;;
1998-07-31;110,574;25,29;12,4;14,54;13,03;8,06;1,07;7,17;84,01;120,65;;;;;;;;
1998-08-31;109,378;24,22;12,42;14,46;11,82;7,55;-0,54;7,18;84,05;119,67;;;;;;;;
1998-09-30;105,317;17,95;6,35;4,7;3,64;8,35;-0,81;9,09;83,68;118,24;;;;;;;;
1998-10-31;102,189;13,11;3,17;3,18;2,42;8,24;-0,16;9,11;83,64;115,19;;;;;;;;
1998-11-30;101,748;10,97;7,75;7,56;9,54;8,02;0,96;9,84;83,18;114,59;;;;;;;;
1998-12-31;101,18;8,47;9,75;7,35;7,32;9,09;1,64;9,44;82,88;113,6;;;;;;;;
1999-01-31;101,316;5,12;9,46;10,28;8,85;5,78;-1,01;10,2;82,64;113,6;;;;;;;;
1999-02-28;98,832;1,18;0,31;0,54;-0,53;6,24;-2,71;8,59;82,53;111,74;;;;;;;;
1999-03-31;102,593;7,89;15,95;12,12;6;9,7;-1,14;8,67;82,74;112,77;;;;;;;;
1999-04-30;102,87;7,06;9,35;8,44;8,76;11,48;-1,68;8,51;82,86;112,6;;;;;;;;
1999-05-31;103,87;9,5;11,17;11,36;7,44;9,63;-1,3;8,16;82,7;113,72;;;;;;;;
1999-06-30;107,62;15,75;19,49;14,15;12,96;12,6;-1,74;7,97;83,11;114,63;;;;;;;;
1999-07-31;110,702;22,85;20,1;18,53;14;12,23;-6,55;-0,48;83,29;114,91;;;;;;;;
1999-08-31;109,634;23,92;11,35;6,88;6,88;14,1;-5,79;1,02;83,42;115,46;;;;;;;;
1999-09-30;112,59;26,43;17,99;13,98;13,21;14,34;-6,51;-0,61;83,78;116,05;;;;;;;;
1999-10-31;113,762;25,58;16;17,82;15,68;14,05;-4,24;-1,44;83,72;117,38;;;;;;;;
1999-11-30;115,61;27,4;20,46;20,02;14,08;15,07;-8,76;-3,89;83,94;117,11;;;;;;;;
1999-12-31;114,745;27,33;15,16;12,9;13,44;11,97;-2,77;-1,46;83,97;117,57;;;;;;;;
2000-01-31;113,945;25,56;14,8;11,99;10,2;12,24;-0,39;-4,21;84,2;118,2;;;;;;;;
2000-02-29;116,423;34,38;19,12;18,5;17,87;14,44;-3,9;-2,61;83,99;118,21;;;;;;;;
2000-03-31;117,571;36,22;21,3;20,34;17,19;13,17;-6,8;-5,59;84,44;118,52;;;;;;;;
2000-04-30;117,559;37,31;17,53;14,64;14,01;16,55;-2,64;-6;84,39;119,18;;;;;;;;
2000-05-31;120,996;41,43;28,32;26,53;20,45;11,45;-4,47;-7,46;85,01;118,78;;;;;;;;
2000-06-30;116,865;37,17;12,48;8,49;7,02;12,71;-4,51;-4,73;84,87;119,3;;;;;;;;
2000-07-31;115,235;36,58;10,27;8,54;10,33;16,02;-1,03;-4,31;84,73;119,44;;;;;;;;
2000-08-31;112,221;36,38;6,24;2,77;5,56;17,76;-0,39;-4,58;84,58;120,11;;;;;;;;
2000-09-30;116,503;35,89;23,77;23,81;20,17;17,51;-1,98;-2,05;84,91;121,1;;;;;;;;
2000-10-31;115,218;39,01;14,68;13,24;9,32;16,67;-1,38;-1,26;85,16;123,67;;;;;;;;
2000-11-30;115,944;37,21;13,69;14,39;12,36;17,64;-1,63;1,55;85,02;122,36;;;;;;;;
2000-12-31;116,84;34,79;16,98;16,8;14,41;18,24;-1,21;1,05;85,32;121,78;;;;;;;;
2001-01-31;115,572;31,16;12,55;15,48;15,75;14,38;0,52;1,49;85,11;120,1;;;;;;;;
2001-02-28;112,843;28,11;11,13;13,25;10,45;12,5;0,94;6,07;85,18;118,9;;;;;;;;
2001-03-31;107,88;23,1;2,4;4,71;6,02;8,24;2,77;8,97;84,5;116,31;;;;;;;;
2001-04-30;103,87;17,12;3,3;5,13;2,08;6,76;-1;9,74;83,94;116,16;;;;;;;;
2001-05-31;100,993;14,26;4,55;6,72;1;6,36;-0,68;12,65;83,44;114,25;;;;;;;;
2001-06-30;100,247;12,79;5,16;8,04;9,31;4,29;-0,88;11,15;83,23;112,42;;;;;;;;
2001-07-31;100,853;14,9;10,1;11,74;1,7;9,83;-4,21;13,66;82,58;111,03;;;;;;;;
2001-08-31;98,601;5,71;2,19;9,06;0,22;4,47;-3,77;16,7;82,21;108,77;;;;;;;;
2001-09-30;96,999;0,18;-0,45;11,23;2,22;-0,34;-3,77;12,62;81,94;106,29;;;;;;;;
2001-10-31;93,765;-4,25;-2,36;2,44;-0,66;0,15;-6,67;12,92;81,08;100,43;;;;;;;;
2001-11-30;91,998;-6,16;-1,45;0,99;-0,77;-1,96;-7,64;9,63;80,99;98,98;;;;;;;;
2001-12-31;89,742;-3,75;-4,11;-2,31;-7,27;2,75;7,05;9,38;80,83;94,84;;;;;;;;
2002-01-31;90,326;-9,31;-2,47;1,45;2,45;8,08;-5,31;9,61;78,36;95,17;;;;;;;;
2002-02-28;96,309;0,16;9,01;12,66;6,3;7,24;-10,32;7,21;79,79;94,66;;;;;;;;
2002-03-31;98,164;1,7;9,15;9,82;5,21;10,48;-2,34;5,39;79,81;94,94;;;;;;;;
2002-04-30;105,694;4,52;25,59;25,06;22,81;6,24;-5,86;6,9;80,9;96,66;;;;;;;;
2002-05-31;103,493;7,55;8,99;-2,18;-4,99;12,71;-4,79;4,87;80,34;95,11;;;;;;;;
2002-06-30;103,922;7,12;6,97;8,89;2,92;10,9;1,49;6,41;80,32;93,02;;;;;;;;
2002-07-31;102,826;5,25;5,28;9,65;9,28;7,44;-0,51;5,86;81,31;93,1;;;;;;;;
2002-08-31;105,144;4,97;15,79;20,2;16,21;4,2;-2,3;8,36;81,35;91,17;;;;;;;;
2002-09-30;103,211;5,06;9,36;7,29;6,4;4,37;-2,52;6,27;80,93;89,01;;;;;;;;
2002-10-31;106,018;8,46;17,68;15,67;13,52;4,76;-1,77;6,28;81,2;87,94;6,47;1,86;3,26;6,06;;;;
2002-11-30;103,968;4,54;9,42;10,34;10,62;-0,92;-1,46;5,28;81,35;88,18;1,57;2,59;0,95;6,08;;;;
2002-12-31;99,523;1,35;-2,64;-10,44;-3,25;3,89;-4,38;-0,43;81,91;87,27;-3,36;3,33;-3,12;7,74;;;;
2003-01-31;99,247;-1,15;5,95;8,13;0,5;4,11;-3,15;6,09;81,13;87,68;-2,27;0,06;-4,44;4,31;;;;
2003-02-28;97,593;-5,23;2,86;4,83;7,09;0,08;-1,73;6,37;81,38;86,58;4,02;-3,22;-0,97;-6,96;;;;
2003-03-31;94,273;-11,03;-2,55;1,38;2,57;-2,25;-1,04;8,41;81,01;86,76;-3,18;-1,59;-6,76;1,49;;;;
2003-04-30;95,082;-8,87;5,74;7,16;5,22;-2,74;-2,46;8,37;80,91;86,59;4,95;0,38;4,6;-0,13;;;;
2003-05-31;89,134;-11,89;-9,48;-12,12;-14,65;5,57;-1,98;9,39;80,11;87,57;-5,28;11,7;-1,54;21,61;;;;
2003-06-30;93,085;-14,06;6,87;7,77;6,26;5,01;-3,25;8,03;80,31;90,11;16,03;13,56;8,75;18,1;;;;
2003-07-31;93,84;-12,58;5,82;3,46;3,14;3,6;-4,2;7,49;80,26;91,75;7,44;5,95;5,51;22,5;;;;
2003-08-31;98,212;-9,05;13,13;14,62;11,84;3,23;-3,32;9,76;80,79;92,33;6,14;6,45;6,14;11,74;;;;
2003-09-30;96,393;-6,64;-0,66;-1,9;1,08;5,37;-1,6;8,48;80,74;90,79;4;4,57;8,51;10,51;;;;
2003-10-31;100,139;-1,75;9,93;8,64;6,37;6,71;-2,12;7,37;81,11;92,06;1,02;4,49;3,48;10,83;;;;
2003-11-30;99,541;-4,23;7,61;4,18;1,86;6,68;-2,04;8,17;81,25;92,48;3,5;6,28;6,28;15,4;;;;
2003-12-31;101,825;-2,76;10,44;14,67;14,59;3,7;-0,14;7,4;83,16;94,52;7,17;15,62;7,4;27,23;;;;
2004-01-31;102,099;-2,08;12,73;8,03;6,16;4,13;-2,01;5,16;81,54;95,33;10,68;10,07;11,04;19,59;;;;
2004-02-29;102,92;-0,19;8,94;7,94;6,65;7,76;-2,92;4,89;81,42;95,46;5,26;8,11;6,09;14,38;;;;
2004-03-31;105,494;3,97;14,34;11,21;8,71;9,04;-3,78;1,93;81,78;96,14;14,36;9,95;11,87;18,6;;;;
2004-04-30;106,634;6,8;12,29;10,54;7,78;11,55;-1,48;1,16;81,82;96,41;5,27;14,37;7,88;23,31;;;;
2004-05-31;106,206;6,01;8,91;9,95;8,43;7,1;-1,42;0,64;81,97;98,92;11,07;13,03;13,42;23,74;;;;
2004-06-30;107,303;7,46;11,64;12,49;9,38;8,82;-5,23;0,4;81,84;101,48;16,54;15,95;16,61;25,73;;;;
2004-07-31;107,365;9,73;11,27;9,18;11,88;8,87;-2,49;0,95;82,37;101,4;5,72;13,39;4,82;37,52;;;;
2004-08-31;104,491;8,69;5,04;0,75;3,45;11,02;0,81;4,27;82,18;103,36;11,03;16,04;11,75;26,63;;;;
2004-09-30;106,052;10,15;11,44;12,6;11,13;8,33;-0,82;2,58;82,35;104,85;26,44;16,62;30,15;26,11;;;;
2004-10-31;103,395;9,5;4,04;3,71;5,02;7,32;0,02;2,34;82,23;104,69;14,88;18,52;14,53;28,81;;;;
2004-11-30;106,128;11,25;11,99;16,96;15,22;9,77;1,57;4,45;82,24;104,64;12,91;17,12;12,51;24,96;;;;
2004-12-31;106,035;11,18;11,01;8,63;13,23;5,77;-0,55;3,68;84,39;105,06;16,29;14,54;15,51;24,46;;;;
2005-01-31;105,531;9,95;10,11;10,82;4,55;5,94;-3,02;2,3;82,54;104,77;14,76;15,28;16,38;22,18;;;;
2005-02-28;102,296;6,51;2,7;2,17;-0,53;5,68;-0,68;6,7;81,85;105,84;14,98;19,01;14,71;28,94;;;;
2005-03-31;100,792;2,02;3,09;3,7;-0,12;7,42;-2,54;6,2;81,62;105,54;17,07;14,9;17,71;24,01;;;;
2005-04-30;100,031;-0,81;5,02;5,66;8,8;6,98;-0,17;6,94;81,43;105,16;15,13;13,77;14,11;23,32;;;;
2005-05-31;99,68;1,55;7,66;7,05;5,65;4,04;-1,98;7,42;81,63;104,39;15,98;11,8;12,35;18,57;;;;
2005-06-30;99,238;3;5,95;5,37;4,65;3,15;1,77;8,73;81,4;103,58;13,08;12,55;7,4;18,12;;;;
2005-07-31;99,691;3,54;5,86;5,82;2,34;10,13;-1,63;7,95;80,89;103,17;18,86;16,34;14,16;18,74;;;;
2005-08-31;99,883;2,61;7,06;7,43;5,93;0,82;-2,28;5,43;83,07;102,98;13,89;11,63;12,43;20,17;;;;
2005-09-30;102,62;4,78;14,11;10,02;8,11;6,44;-2,71;5,12;81,38;104,2;20,55;13,25;28,3;23,13;;;;
2005-10-31;99,066;6,25;-2,24;-3,91;-5,98;9,65;-1,43;5,3;81,46;102,99;3,99;15,11;7,78;25,2;;;;
2005-11-30;105,524;8,47;18,81;20,36;19,54;4,36;-2,53;3,59;82;104,46;20,2;15,4;21,33;24,16;;;;
2005-12-31;103,473;8,29;5,5;6,63;8,82;4,35;-0,63;4,24;83,21;104,46;17,9;13,97;17,63;22,08;;;;
2006-01-31;103,307;12,48;8,47;3,81;4,84;5,63;0,21;3,36;82,08;105,07;13,62;14,34;16,94;24,34;;;;
2006-02-28;105,243;15,41;12,53;10,19;9,04;8,49;0,17;3,96;82,24;105,3;15,6;17,37;16,74;25,03;;;;
2006-03-31;108,576;18,8;21,82;16,21;15,97;7,38;-1,45;5,2;82,46;105,93;14,88;16,73;15,84;26,22;;;;
2006-04-30;106,801;17,44;8,28;10,05;6,93;7,52;-1,44;5,74;82,54;106,83;16,25;15,2;18,43;22,48;;;;
